symbol	hgnc_id	expected	observed	p-value	info
KBTBD12	25731.0	0.025793026586318615	0.27865474359045894	0.04114911342883855	probability of observing this or more number of mutations is too small
KBTBD13	37227.0	0.029508122997151453	0.001	1.0	observed < expected, pvalue set at 1
KCNA10	6219.0	0.018399248755799243	0.001	1.0	observed < expected, pvalue set at 1
KCNA3	6221.0	0.03511821139085569	0.47615466797885203	0.008684936274202927	probability of observing this or more number of mutations is too small
KCNA4	6222.0	0.02412477663257878	0.192410176438119	0.05799016118391371	probability of observing this or more number of mutations is too small
KCNB2	6232.0	0.0394646588544444	0.001	1.0	observed < expected, pvalue set at 1
KCNC4	6236.0	0.04556135261813644	0.7126149725434839	0.011347544071381268	probability of observing this or more number of mutations is too small
KCNH3	6252.0	0.14278580863370402	0.28755693636381396	0.17316624919111234	probability of observing this or more number of mutations is too small
KCNH5	6254.0	0.055206558450500494	0.14707706057356	0.1648501367176191	probability of observing this or more number of mutations is too small
KCNH6	18862.0	0.04547523642159376	0.29636152251219605	0.046432974665290186	probability of observing this or more number of mutations is too small
KCNIP4	30083.0	0.01338686439609826	0.001	1.0	observed < expected, pvalue set at 1
KCNJ11	6257.0	0.01963813278060013	0.001	1.0	observed < expected, pvalue set at 1
KCNJ12	6258.0	0.027574088647104058	0.330088938941779	0.01904888761695627	probability of observing this or more number of mutations is too small
KCNJ14	6260.0	0.06904862846543565	0.319660192260904	0.08821918685649949	probability of observing this or more number of mutations is too small
KCNJ15	6261.0	0.014185450878869285	0.312881910965682	0.0122196506690395	probability of observing this or more number of mutations is too small
KCNJ16	6262.0	0.016520847954851245	0.311273544400891	0.012423155225872017	probability of observing this or more number of mutations is too small
KCNJ4	6265.0	0.06524071393978426	0.001	1.0	observed < expected, pvalue set at 1
KCNJ5	6266.0	0.020370868602083553	0.418936667990117	0.0067273763408129605	probability of observing this or more number of mutations is too small
KCNJ8	6269.0	0.022425480628651136	0.301952752817675	0.03174162178050285	probability of observing this or more number of mutations is too small
KCNK4	6279.0	0.030262988809088846	0.33804256956132106	0.020355263255797333	probability of observing this or more number of mutations is too small
KCNMA1	6284.0	0.1664164828330977	0.346435093148541	0.1989950553148636	probability of observing this or more number of mutations is too small
KCNMB1	6285.0	0.010563829456418424	0.321056690512992	0.007467805286526379	probability of observing this or more number of mutations is too small
KCNN3	6292.0	0.03635487645578439	0.31822228358327803	0.03754526836453392	probability of observing this or more number of mutations is too small
KCNQ1	6294.0	0.0638348667784918	0.6480923269224449	0.029169357184546947	probability of observing this or more number of mutations is too small
KCNQ2	6296.0	0.10260131062022904	0.5937993232712621	0.08164425599591965	probability of observing this or more number of mutations is too small
KCNU1	18867.0	0.03882624860076026	0.001	1.0	observed < expected, pvalue set at 1
KCTD20	21052.0	0.020257679037071794	0.346435093148541	0.021840608703515087	probability of observing this or more number of mutations is too small
KCTD5	21423.0	0.01641703688899346	0.001	1.0	observed < expected, pvalue set at 1
KCTD9	22401.0	0.04484324614202496	0.327374435710851	0.06085111107599251	probability of observing this or more number of mutations is too small
KDM3A	20815.0	0.07038634734958267	0.326203631448657	0.07012679645909008	probability of observing this or more number of mutations is too small
KDM3B	1337.0	0.12046251016434693	0.002	1.0	observed < expected, pvalue set at 1
KDM4B	29136.0	0.11659035165419987	0.002	1.0	observed < expected, pvalue set at 1
KDM4E	37098.0	0.016812601156871443	0.297291455108301	0.00973974115369291	probability of observing this or more number of mutations is too small
KDM5A	9886.0	0.10265741558902475	1.004030336306139	0.009024143289504018	probability of observing this or more number of mutations is too small
KDM5B	18039.0	0.10358338354893684	3.170965337543553	4.925333762820157e-07	probability of observing this or more number of mutations is too small
KDM6A	12637.0	0.04618425803263263	0.327941605661282	0.03744193643715344	probability of observing this or more number of mutations is too small
KDM6B	29012.0	0.12218809619707058	0.453042835187582	0.11128617350207758	probability of observing this or more number of mutations is too small
KHDC1L	37274.0	0.005621375736223028	0.001	1.0	observed < expected, pvalue set at 1
KHSRP	6316.0	0.09057566283525911	0.001	1.0	observed < expected, pvalue set at 1
KIAA0100	28960.0	0.12623524241021686	0.838375540983127	0.04095094725455737	probability of observing this or more number of mutations is too small
KIAA0355	29016.0	0.051879718572196955	0.307105785961931	0.07132200016850242	probability of observing this or more number of mutations is too small
KIAA0408	21636.0	0.024154087637953504	0.001	1.0	observed < expected, pvalue set at 1
KIAA0513	29058.0	0.02125036200412852	0.14707706057356	0.0810883066117663	probability of observing this or more number of mutations is too small
KIAA0753	29110.0	0.04003454050471692	0.20947692348996502	0.07315454078540246	probability of observing this or more number of mutations is too small
KIAA1107	29192.0	0.04297183396249427	0.001	1.0	observed < expected, pvalue set at 1
KIAA1109	26953.0	0.2642478162299635	2.207675581958567	0.0006208552086217028	probability of observing this or more number of mutations is too small
KIAA1211	29219.0	0.05865135844457347	0.14707706057356	0.24018315686521768	probability of observing this or more number of mutations is too small
KIAA1211L	33454.0	0.04775009100052367	0.47615466797885203	0.010973952644889635	probability of observing this or more number of mutations is too small
KIAA1217	25428.0	0.08162867133983144	0.001	1.0	observed < expected, pvalue set at 1
KIAA1324	29618.0	0.0455902395817386	0.16204692579896698	0.12584376947528836	probability of observing this or more number of mutations is too small
KIAA1549	22219.0	0.09006263018812416	0.14807706057356	0.24390740345989592	probability of observing this or more number of mutations is too small
KIAA1958	23427.0	0.041067141527441814	0.315990550203252	0.02852338044030977	probability of observing this or more number of mutations is too small
KIF14	19181.0	0.05889981356874928	0.14707706057356	0.2145789381922831	probability of observing this or more number of mutations is too small
KIF15	17273.0	0.05517678477328686	0.656438022783177	0.004258947616342478	probability of observing this or more number of mutations is too small
KIF16B	15869.0	0.08296602186344386	0.33111384194552	0.08082518249544798	probability of observing this or more number of mutations is too small
KIF1A	888.0	0.18145795445296056	0.001	1.0	observed < expected, pvalue set at 1
KIF22	6391.0	0.03564227988502766	0.001	1.0	observed < expected, pvalue set at 1
KIF24	19916.0	0.049396796269471424	0.17205093688694198	0.1107643254063069	probability of observing this or more number of mutations is too small
KIF26A	20226.0	0.11711082148320542	0.7692601892096139	0.03237621222292321	probability of observing this or more number of mutations is too small
KIF5A	6323.0	0.093810243933304	0.321739018293181	0.10793409876368468	probability of observing this or more number of mutations is too small
KIF5B	6324.0	0.07775336837713576	0.648010894203363	0.06389696408264625	probability of observing this or more number of mutations is too small
KIF5C	6325.0	0.07110443275419806	0.753727721240385	0.03108045519051361	probability of observing this or more number of mutations is too small
KIF6	21202.0	0.03700391383927691	0.31522731476637894	0.04242164987416013	probability of observing this or more number of mutations is too small
